DimProductID;ProductID;Name;ProductNumber;Color;SafetyStockLevel;ReorderPoint;StandardCost;ListPrice;Size;Weight;DaysToManufacture;ProductLine;Class;Style;SRC_ID_ProductSubcategory;ProductSubcategoryName;SRC_ID_ProductModel;ProductModelName;SRC_ID_ProductCategory;ProductCategoryName;SellStartDate;SellEndDate;DiscontinueDate
156;810;HL Mountain Handlebars;;;500;375;53.3999;120.27;;;1;M ;H ;;4;Handlebars;55;HL Mountain Handlebars;2;Components;2012-05-30;;
157;809;ML Mountain Handlebars;;;500;375;27.4925;61.92;;;1;M ;M ;;4;Handlebars;54;ML Mountain Handlebars;2;Components;2012-05-30;;
158;941;Touring Pedal;;Silver/Black;500;375;35.9596;80.99;;;1;T ;;;13;Pedals;53;Touring Pedal;2;Components;2013-05-30;;
159;808;LL Mountain Handlebars;;;500;375;19.7758;44.54;;;1;M ;L ;;4;Handlebars;52;LL Mountain Handlebars;2;Components;2012-05-30;;
160;820;HL Road Front Wheel;;Black;500;375;146.5466;330.06;;650.00;1;R ;H ;;17;Wheels;51;HL Road Front Wheel;2;Components;2012-05-30;2013-05-29;
161;829;Touring Rear Wheel;;Black;500;375;108.7844;245.01;;;1;T ;;;17;Wheels;43;Touring Rear Wheel;2;Components;2012-05-30;2013-05-29;
162;819;ML Road Front Wheel;;Black;500;375;110.2829;248.385;;850.00;1;R ;M ;;17;Wheels;50;ML Road Front Wheel;2;Components;2012-05-30;2013-05-29;
163;706;HL Road Frame - Red, 58;;Red;500;375;1059.31;1431.5;58;2.24;1;R ;H ;U ;14;Road Frames;6;HL Road Frame;2;Components;2008-04-30;;
164;720;HL Road Frame - Red, 52;;Red;500;375;868.6342;1431.5;52;2.20;1;R ;H ;U ;14;Road Frames;6;HL Road Frame;2;Components;2011-05-31;;
165;718;HL Road Frame - Red, 44;;Red;500;375;868.6342;1431.5;44;2.12;1;R ;H ;U ;14;Road Frames;6;HL Road Frame;2;Components;2011-05-31;;
166;717;HL Road Frame - Red, 62;;Red;500;375;868.6342;1431.5;62;2.30;1;R ;H ;U ;14;Road Frames;6;HL Road Frame;2;Components;2011-05-31;;
167;887;HL Touring Frame - Yellow, 46;;Yellow;500;375;601.7437;1003.91;46;2.96;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
168;888;HL Touring Frame - Yellow, 50;;Yellow;500;375;601.7437;1003.91;50;3.00;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
169;744;HL Mountain Frame - Black, 44;;Black;500;375;699.0928;1349.6;44;2.76;1;M ;H ;U ;12;Mountain Frames;5;HL Mountain Frame;2;Components;2011-05-31;2012-05-29;
170;746;HL Mountain Frame - Black, 46;;Black;500;375;739.041;1349.6;46;2.84;1;M ;H ;U ;12;Mountain Frames;5;HL Mountain Frame;2;Components;2011-05-31;;
171;889;HL Touring Frame - Yellow, 54;;Yellow;500;375;601.7437;1003.91;54;3.04;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
172;885;HL Touring Frame - Yellow, 60;;Yellow;500;375;601.7437;1003.91;60;3.08;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
173;893;HL Touring Frame - Blue, 60;;Blue;500;375;601.7437;1003.91;60;3.08;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
174;892;HL Touring Frame - Blue, 54;;Blue;500;375;601.7437;1003.91;54;3.04;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
175;890;HL Touring Frame - Blue, 46;;Blue;500;375;601.7437;1003.91;46;2.96;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
176;940;HL Road Pedal;;Silver/Black;500;375;35.9596;80.99;;149.00;1;R ;H ;;13;Pedals;70;HL Road Pedal;2;Components;2013-05-30;;
177;939;ML Road Pedal;;Silver/Black;500;375;27.568;62.09;;168.00;1;R ;M ;;13;Pedals;69;ML Road Pedal;2;Components;2013-05-30;;
178;916;HL Touring Seat/Saddle;;;500;375;23.3722;52.64;;;1;T ;H ;;15;Saddles;67;HL Touring Seat/Saddle;2;Components;2013-05-30;;
179;914;LL Touring Seat/Saddle;;;500;375;12.0413;27.12;;;1;T ;L ;;15;Saddles;66;LL Touring Seat/Saddle;2;Components;2013-05-30;;
180;915;ML Touring Seat/Saddle;;;500;375;17.3782;39.14;;;1;T ;M ;;15;Saddles;65;ML Touring Seat/Saddle;2;Components;2013-05-30;;
181;937;HL Mountain Pedal;;Silver/Black;500;375;35.9596;80.99;;185.00;1;M ;H ;;13;Pedals;64;HL Mountain Pedal;2;Components;2013-05-30;;
182;936;ML Mountain Pedal;;Silver/Black;500;375;27.568;62.09;;215.00;1;M ;M ;;13;Pedals;63;ML Mountain Pedal;2;Components;2013-05-30;;
183;935;LL Mountain Pedal;;Silver/Black;500;375;17.9776;40.49;;218.00;1;M ;L ;;13;Pedals;62;LL Mountain Pedal;2;Components;2013-05-30;;
184;807;HL Headset;;;500;375;55.3801;124.73;;;1;;H ;;11;Headsets;61;HL Headset;2;Components;2012-05-30;2013-05-29;
185;806;ML Headset;;;500;375;45.4168;102.29;;;1;;M ;;11;Headsets;60;ML Headset;2;Components;2012-05-30;2013-05-29;
186;839;HL Road Frame - Black, 48;;Black;500;375;868.6342;1431.5;48;2.16;1;R ;H ;U ;14;Road Frames;6;HL Road Frame;2;Components;2012-05-30;;
187;938;LL Road Pedal;;Silver/Black;500;375;17.9776;40.49;;189.00;1;R ;L ;;13;Pedals;68;LL Road Pedal;2;Components;2013-05-30;;
188;815;LL Mountain Front Wheel;;Black;500;375;26.9708;60.745;;;1;M ;L ;;17;Wheels;42;LL Mountain Front Wheel;2;Components;2012-05-30;2013-05-29;
189;949;LL Crankset;;Black;500;375;77.9176;175.49;;600.00;1;;L ;;8;Cranksets;99;LL Crankset;2;Components;2013-05-30;;
190;833;ML Road Frame-W - Yellow, 40;;Yellow;500;375;360.9428;594.83;40;2.22;1;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
191;835;ML Road Frame-W - Yellow, 44;;Yellow;500;375;360.9428;594.83;44;2.30;1;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
192;836;ML Road Frame-W - Yellow, 48;;Yellow;500;375;360.9428;594.83;48;2.34;1;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
193;834;ML Road Frame-W - Yellow, 42;;Yellow;500;375;360.9428;594.83;42;2.26;1;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
194;732;ML Road Frame - Red, 48;;Red;500;375;352.1394;594.83;48;2.26;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
195;731;ML Road Frame - Red, 44;;Red;500;375;352.1394;594.83;44;2.22;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
196;733;ML Road Frame - Red, 52;;Red;500;375;352.1394;594.83;52;2.30;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
197;734;ML Road Frame - Red, 58;;Red;500;375;352.1394;594.83;58;2.36;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
198;735;ML Road Frame - Red, 60;;Red;500;375;352.1394;594.83;60;2.38;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
199;904;ML Mountain Frame-W - Silver, 40;;Silver;500;375;199.3757;364.09;40;2.77;1;M ;M ;W ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2013-05-30;;
200;824;ML Mountain Rear Wheel;;Black;500;375;104.7951;236.025;;;1;M ;M ;;17;Wheels;124;ML Mountain Rear Wheel;2;Components;2012-05-30;2013-05-29;
201;942;ML Mountain Frame-W - Silver, 38;;Silver;500;375;199.3757;364.09;38;2.73;2;M ;M ;W ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2013-05-30;;
202;905;ML Mountain Frame-W - Silver, 42;;Silver;500;375;199.3757;364.09;42;2.81;1;M ;M ;W ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2013-05-30;;
203;906;ML Mountain Frame-W - Silver, 46;;Silver;500;375;199.3757;364.09;46;2.85;1;M ;M ;W ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2013-05-30;;
204;831;ML Mountain Frame - Black, 44;;Black;500;375;185.8193;348.76;44;2.81;1;M ;M ;U ;12;Mountain Frames;14;ML Mountain Frame;2;Components;2012-05-30;2013-05-29;
205;830;ML Mountain Frame - Black, 40;;Black;500;375;185.8193;348.76;40;2.77;1;M ;M ;U ;12;Mountain Frames;14;ML Mountain Frame;2;Components;2012-05-30;2013-05-29;
206;832;ML Mountain Frame - Black, 48;;Black;500;375;185.8193;348.76;48;2.85;1;M ;M ;U ;12;Mountain Frames;14;ML Mountain Frame;2;Components;2012-05-30;2013-05-29;
207;907;Rear Brakes;;Silver;500;375;47.286;106.5;;317.00;1;;;;6;Brakes;128;Rear Brakes;2;Components;2013-05-30;;
208;894;Rear Derailleur;;Silver;500;375;53.9282;121.46;;215.00;1;;;;9;Derailleurs;127;Rear Derailleur;2;Components;2013-05-30;;
209;826;LL Road Rear Wheel;;Black;500;375;49.9789;112.565;;1050.00;1;R ;L ;;17;Wheels;126;LL Road Rear Wheel;2;Components;2012-05-30;2013-05-29;
210;825;HL Mountain Rear Wheel;;Black;500;375;145.2835;327.215;;;1;M ;H ;;17;Wheels;125;HL Mountain Rear Wheel;2;Components;2012-05-30;2013-05-29;
211;814;ML Mountain Frame - Black, 38;;Black;500;375;185.8193;348.76;38;2.73;2;M ;M ;U ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2012-05-30;2013-05-29;
212;822;ML Road Frame-W - Yellow, 38;;Yellow;500;375;360.9428;594.83;38;2.18;2;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
213;823;LL Mountain Rear Wheel;;Black;500;375;38.9588;87.745;;;1;M ;L ;;17;Wheels;123;LL Mountain Rear Wheel;2;Components;2012-05-30;2013-05-29;
214;903;LL Touring Frame - Blue, 44;;Blue;500;375;199.8519;333.42;44;3.02;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
215;899;LL Touring Frame - Yellow, 44;;Yellow;500;375;199.8519;333.42;44;3.02;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
216;902;LL Touring Frame - Yellow, 58;;Yellow;500;375;199.8519;333.42;58;3.16;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
217;896;LL Touring Frame - Blue, 54;;Blue;500;375;199.8519;333.42;54;3.14;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
218;895;LL Touring Frame - Blue, 50;;Blue;500;375;199.8519;333.42;50;3.10;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
219;901;LL Touring Frame - Yellow, 54;;Yellow;500;375;199.8519;333.42;54;3.14;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
220;900;LL Touring Frame - Yellow, 50;;Yellow;500;375;199.8519;333.42;50;3.10;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
221;897;LL Touring Frame - Blue, 58;;Blue;500;375;199.8519;333.42;58;3.16;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
222;898;LL Touring Frame - Blue, 62;;Blue;500;375;199.8519;333.42;62;3.20;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
223;886;LL Touring Frame - Yellow, 62;;Yellow;500;375;199.8519;333.42;62;3.20;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
224;951;HL Crankset;;Black;500;375;179.8156;404.99;;575.00;1;;H ;;8;Cranksets;101;HL Crankset;2;Components;2013-05-30;;
225;952;Chain;;Silver;500;375;8.9866;20.24;;;1;;;;7;Chains;98;Chain;2;Components;2013-05-30;;
226;948;Front Brakes;;Silver;500;375;47.286;106.5;;317.00;1;;;;6;Brakes;102;Front Brakes;2;Components;2013-05-30;;
227;945;Front Derailleur;;Silver;500;375;40.6216;91.49;;88.00;1;;;;9;Derailleurs;103;Front Derailleur;2;Components;2013-05-30;;
228;802;LL Fork;;;500;375;65.8097;148.22;;;1;;L ;;10;Forks;104;LL Fork;2;Components;2012-05-30;2013-05-29;
229;803;ML Fork;;;500;375;77.9176;175.49;;;1;;M ;;10;Forks;105;ML Fork;2;Components;2012-05-30;2013-05-29;
230;804;HL Fork;;;500;375;101.8936;229.49;;;1;;H ;;10;Forks;106;HL Fork;2;Components;2012-05-30;2013-05-29;
231;950;ML Crankset;;Black;500;375;113.8816;256.49;;635.00;1;;M ;;8;Cranksets;100;ML Crankset;2;Components;2013-05-30;;
232;866;Classic Vest, L;;Blue;4;3;23.749;63.5;L;;0;S ;;U ;25;Vests;1;Classic Vest;3;Clothing;2013-05-30;;
233;865;Classic Vest, M;;Blue;4;3;23.749;63.5;M;;0;S ;;U ;25;Vests;1;Classic Vest;3;Clothing;2013-05-30;;
234;856;Men's Bib-Shorts, M;;Multi;4;3;37.1209;89.99;M;;0;S ;;M ;18;Bib-Shorts;12;Men's Bib-Shorts;3;Clothing;2012-05-30;2013-05-29;
235;713;Long-Sleeve Logo Jersey, S;;Multi;4;3;38.4923;49.99;S;;0;S ;;U ;21;Jerseys;11;Long-Sleeve Logo Jersey;3;Clothing;2011-05-31;;
236;855;Men's Bib-Shorts, S;;Multi;4;3;37.1209;89.99;S;;0;S ;;M ;18;Bib-Shorts;12;Men's Bib-Shorts;3;Clothing;2012-05-30;2013-05-29;
237;715;Long-Sleeve Logo Jersey, L;;Multi;4;3;38.4923;49.99;L;;0;S ;;U ;21;Jerseys;11;Long-Sleeve Logo Jersey;3;Clothing;2011-05-31;;
238;716;Long-Sleeve Logo Jersey, XL;;Multi;4;3;38.4923;49.99;XL;;0;S ;;U ;21;Jerseys;11;Long-Sleeve Logo Jersey;3;Clothing;2011-05-31;;
239;714;Long-Sleeve Logo Jersey, M;;Multi;4;3;38.4923;49.99;M;;0;S ;;U ;21;Jerseys;11;Long-Sleeve Logo Jersey;3;Clothing;2011-05-31;;
240;857;Men's Bib-Shorts, L;;Multi;4;3;37.1209;89.99;L;;0;S ;;M ;18;Bib-Shorts;12;Men's Bib-Shorts;3;Clothing;2012-05-30;2013-05-29;
241;859;Half-Finger Gloves, M;;Black;4;3;9.1593;24.49;M;;0;S ;;U ;20;Gloves;4;Half-Finger Gloves;3;Clothing;2012-05-30;;
242;864;Classic Vest, S;;Blue;4;3;23.749;63.5;S;;0;S ;;U ;25;Vests;1;Classic Vest;3;Clothing;2013-05-30;;
243;710;Mountain Bike Socks, L;;White;4;3;3.3963;9.5;L;;0;M ;;U ;23;Socks;18;Mountain Bike Socks;3;Clothing;2011-05-31;2012-05-29;
244;709;Mountain Bike Socks, M;;White;4;3;3.3963;9.5;M;;0;M ;;U ;23;Socks;18;Mountain Bike Socks;3;Clothing;2011-05-31;2012-05-29;
245;712;AWC Logo Cap;;Multi;4;3;6.9223;8.99;;;0;S ;;U ;19;Caps;2;Cycling Cap;3;Clothing;2011-05-31;;
246;867;Women's Mountain Shorts, S;;Black;4;3;26.1763;69.99;S;;0;M ;;W ;22;Shorts;37;Women's Mountain Shorts;3;Clothing;2013-05-30;;
247;875;Racing Socks, L;;White;4;3;3.3623;8.99;L;;0;R ;;U ;23;Socks;24;Racing Socks;3;Clothing;2013-05-30;;
248;874;Racing Socks, M;;White;4;3;3.3623;8.99;M;;0;R ;;U ;23;Socks;24;Racing Socks;3;Clothing;2013-05-30;;
249;861;Full-Finger Gloves, S;;Black;4;3;15.6709;37.99;S;;0;M ;;U ;20;Gloves;3;Full-Finger Gloves;3;Clothing;2012-05-30;2013-05-29;
250;863;Full-Finger Gloves, L;;Black;4;3;15.6709;37.99;L;;0;M ;;U ;20;Gloves;3;Full-Finger Gloves;3;Clothing;2012-05-30;2013-05-29;
251;853;Women's Tights, M;;Black;4;3;30.9334;74.99;M;;0;S ;;W ;24;Tights;38;Women's Tights;3;Clothing;2012-05-30;2013-05-29;
252;883;Short-Sleeve Classic Jersey, L;;Yellow;4;3;41.5723;53.99;L;;0;S ;;U ;21;Jerseys;32;Short-Sleeve Classic Jersey;3;Clothing;2013-05-30;;
253;884;Short-Sleeve Classic Jersey, XL;;Yellow;4;3;41.5723;53.99;XL;;0;S ;;U ;21;Jerseys;32;Short-Sleeve Classic Jersey;3;Clothing;2013-05-30;;
254;882;Short-Sleeve Classic Jersey, M;;Yellow;4;3;41.5723;53.99;M;;0;S ;;U ;21;Jerseys;32;Short-Sleeve Classic Jersey;3;Clothing;2013-05-30;;
255;862;Full-Finger Gloves, M;;Black;4;3;15.6709;37.99;M;;0;M ;;U ;20;Gloves;3;Full-Finger Gloves;3;Clothing;2012-05-30;2013-05-29;
256;851;Men's Sports Shorts, XL;;Black;4;3;24.7459;59.99;XL;;0;S ;;M ;22;Shorts;13;Men's Sports Shorts;3;Clothing;2012-05-30;2013-05-29;
257;881;Short-Sleeve Classic Jersey, S;;Yellow;4;3;41.5723;53.99;S;;0;S ;;U ;21;Jerseys;32;Short-Sleeve Classic Jersey;3;Clothing;2013-05-30;;
258;869;Women's Mountain Shorts, L;;Black;4;3;26.1763;69.99;L;;0;M ;;W ;22;Shorts;37;Women's Mountain Shorts;3;Clothing;2013-05-30;;
259;852;Women's Tights, S;;Black;4;3;30.9334;74.99;S;;0;S ;;W ;24;Tights;38;Women's Tights;3;Clothing;2012-05-30;2013-05-29;
260;860;Half-Finger Gloves, L;;Black;4;3;9.1593;24.49;L;;0;S ;;U ;20;Gloves;4;Half-Finger Gloves;3;Clothing;2012-05-30;;
261;849;Men's Sports Shorts, M;;Black;4;3;24.7459;59.99;M;;0;S ;;M ;22;Shorts;13;Men's Sports Shorts;3;Clothing;2012-05-30;2013-05-29;
262;850;Men's Sports Shorts, L;;Black;4;3;24.7459;59.99;L;;0;S ;;M ;22;Shorts;13;Men's Sports Shorts;3;Clothing;2012-05-30;2013-05-29;
263;841;Men's Sports Shorts, S;;Black;4;3;24.7459;59.99;S;;0;S ;;M ;22;Shorts;13;Men's Sports Shorts;3;Clothing;2012-05-30;2013-05-29;
264;858;Half-Finger Gloves, S;;Black;4;3;9.1593;24.49;S;;0;S ;;U ;20;Gloves;4;Half-Finger Gloves;3;Clothing;2012-05-30;;
265;868;Women's Mountain Shorts, M;;Black;4;3;26.1763;69.99;M;;0;M ;;W ;22;Shorts;37;Women's Mountain Shorts;3;Clothing;2013-05-30;;
266;854;Women's Tights, L;;Black;4;3;30.9334;74.99;L;;0;S ;;W ;24;Tights;38;Women's Tights;3;Clothing;2012-05-30;2013-05-29;
267;707;Sport-100 Helmet, Red;;Red;4;3;13.0863;34.99;;;0;S ;;;31;Helmets;33;Sport-100;4;Accessories;2011-05-31;;
268;923;Touring Tire Tube;;;500;375;1.8663;4.99;;;0;T ;;;37;Tires and Tubes;94;Touring Tire Tube;4;Accessories;2013-05-30;;
269;708;Sport-100 Helmet, Black;;Black;4;3;13.0863;34.99;;;0;S ;;;31;Helmets;33;Sport-100;4;Accessories;2011-05-31;;
270;711;Sport-100 Helmet, Blue;;Blue;4;3;13.0863;34.99;;;0;S ;;;31;Helmets;33;Sport-100;4;Accessories;2011-05-31;;
271;921;Mountain Tire Tube;;;500;375;1.8663;4.99;;;0;M ;;;37;Tires and Tubes;92;Mountain Tire Tube;4;Accessories;2013-05-30;;
272;934;Touring Tire;;;500;375;10.8423;28.99;;;0;T ;;;37;Tires and Tubes;91;Touring Tire;4;Accessories;2013-05-30;;
273;933;HL Road Tire;;;500;375;12.1924;32.6;;;0;R ;H ;;37;Tires and Tubes;90;HL Road Tire;4;Accessories;2013-05-30;;
274;922;Road Tire Tube;;;500;375;1.4923;3.99;;;0;R ;;;37;Tires and Tubes;93;Road Tire Tube;4;Accessories;2013-05-30;;
275;878;Fender Set - Mountain;;;4;3;8.2205;21.98;;;0;M ;;;30;Fenders;121;Fender Set - Mountain;4;Accessories;2013-05-30;;
276;928;LL Mountain Tire;;;500;375;9.3463;24.99;;;0;M ;L ;;37;Tires and Tubes;85;LL Mountain Tire;4;Accessories;2013-05-30;;
277;931;LL Road Tire;;;500;375;8.0373;21.49;;;0;R ;L ;;37;Tires and Tubes;88;LL Road Tire;4;Accessories;2013-05-30;;
278;842;Touring-Panniers, Large;;Grey;4;3;51.5625;125;;;0;T ;;;35;Panniers;120;Touring-Panniers;4;Accessories;2012-05-30;2013-05-29;
279;877;Bike Wash - Dissolver;;;4;3;2.9733;7.95;;;0;S ;;;29;Cleaners;119;Bike Wash;4;Accessories;2013-05-30;;
280;876;Hitch Rack - 4-Bike;;;4;3;44.88;120;;;0;S ;;;26;Bike Racks;118;Hitch Rack - 4-Bike;4;Accessories;2013-05-30;;
281;845;Mountain Pump;;;4;3;10.3084;24.99;;;0;M ;;;36;Pumps;117;Mountain Pump;4;Accessories;2012-05-30;2013-05-29;
282;844;Minipump;;;4;3;8.2459;19.99;;;0;S ;;;36;Pumps;116;Minipump;4;Accessories;2012-05-30;2013-05-29;
283;843;Cable Lock;;;4;3;10.3125;25;;;0;S ;;;34;Locks;115;Cable Lock;4;Accessories;2012-05-30;2013-05-29;
284;873;Patch Kit/8 Patches;;;4;3;0.8565;2.29;;;0;S ;;;37;Tires and Tubes;114;Patch kit;4;Accessories;2013-05-30;;
285;932;ML Road Tire;;;500;375;9.3463;24.99;;;0;R ;M ;;37;Tires and Tubes;89;ML Road Tire;4;Accessories;2013-05-30;;
286;872;Road Bottle Cage;;;4;3;3.3623;8.99;;;0;R ;;;28;Bottles and Cages;113;Road Bottle Cage;4;Accessories;2013-05-30;;
287;870;Water Bottle - 30 oz.;;;4;3;1.8663;4.99;;;0;S ;;;28;Bottles and Cages;111;Water Bottle;4;Accessories;2013-05-30;;
288;848;Headlights - Weatherproof;;;4;3;18.5584;44.99;;;0;R ;;;33;Lights;110;Headlights - Weatherproof;4;Accessories;2012-05-30;2013-05-29;
289;847;Headlights - Dual-Beam;;;4;3;14.4334;34.99;;;0;R ;;;33;Lights;109;Headlights - Dual-Beam;4;Accessories;2012-05-30;2013-05-29;
290;846;Taillights - Battery-Powered;;;4;3;5.7709;13.99;;;0;R ;;;33;Lights;108;Taillight;4;Accessories;2012-05-30;2013-05-29;
291;880;Hydration Pack - 70 oz.;;Silver;4;3;20.5663;54.99;70;;0;S ;;;32;Hydration Packs;107;Hydration Pack;4;Accessories;2013-05-30;;
292;929;ML Mountain Tire;;;500;375;11.2163;29.99;;;0;M ;M ;;37;Tires and Tubes;86;ML Mountain Tire;4;Accessories;2013-05-30;;
293;930;HL Mountain Tire;;;500;375;13.09;35;;;0;M ;H ;;37;Tires and Tubes;87;HL Mountain Tire;4;Accessories;2013-05-30;;
294;871;Mountain Bottle Cage;;;4;3;3.7363;9.99;;;0;M ;;;28;Bottles and Cages;112;Mountain Bottle Cage;4;Accessories;2013-05-30;;
295;879;All-Purpose Bike Stand;;;4;3;59.466;159;;;0;M ;;;27;Bike Stands;122;All-Purpose Bike Stand;4;Accessories;2013-05-30;;
591;770;Road-650 Black, 52;;Black;100;75;486.7066;782.99;52;19.42;4;R ;L ;U ;2;Road Bikes;30;Road-650;1;Bikes;2011-05-31;2013-05-29;
592;751;Road-150 Red, 48;;Red;100;75;2171.2942;3578.27;48;14.13;4;R ;H ;U ;2;Road Bikes;25;Road-150;1;Bikes;2011-05-31;2012-05-29;
593;790;Road-250 Red, 48;;Red;100;75;1518.7864;2443.35;48;15.13;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;2013-05-29;
594;789;Road-250 Red, 44;;Red;100;75;1518.7864;2443.35;44;14.77;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;2013-05-29;
595;796;Road-250 Black, 58;;Black;100;75;1554.9479;2443.35;58;15.68;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
596;795;Road-250 Black, 52;;Black;100;75;1554.9479;2443.35;52;15.42;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
597;794;Road-250 Black, 48;;Black;100;75;1554.9479;2443.35;48;15.13;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
598;793;Road-250 Black, 44;;Black;100;75;1554.9479;2443.35;44;14.77;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
599;791;Road-250 Red, 52;;Red;100;75;1518.7864;2443.35;52;15.42;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;2013-05-29;
600;792;Road-250 Red, 58;;Red;100;75;1554.9479;2443.35;58;15.79;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
601;975;Road-350-W Yellow, 44;;Yellow;100;75;1082.51;1700.99;44;16.13;4;R ;M ;W ;2;Road Bikes;27;Road-350-W;1;Bikes;2013-05-30;;
602;973;Road-350-W Yellow, 40;;Yellow;100;75;1082.51;1700.99;40;15.35;4;R ;M ;W ;2;Road Bikes;27;Road-350-W;1;Bikes;2013-05-30;;
603;976;Road-350-W Yellow, 48;;Yellow;100;75;1082.51;1700.99;48;16.42;4;R ;M ;W ;2;Road Bikes;27;Road-350-W;1;Bikes;2013-05-30;;
604;974;Road-350-W Yellow, 42;;Yellow;100;75;1082.51;1700.99;42;15.77;4;R ;M ;W ;2;Road Bikes;27;Road-350-W;1;Bikes;2013-05-30;;
605;755;Road-450 Red, 60;;Red;100;75;884.7083;1457.99;60;17.90;4;R ;M ;U ;2;Road Bikes;28;Road-450;1;Bikes;2011-05-31;2012-05-29;
606;757;Road-450 Red, 48;;Red;100;75;884.7083;1457.99;48;17.13;4;R ;M ;U ;2;Road Bikes;28;Road-450;1;Bikes;2011-05-31;2012-05-29;
296;770;Road-650 Black, 52;;Black;100;75;486.7066;782.99;52;19.42;4;R ;L ;U ;2;Road Bikes;30;Road-650;1;Bikes;2011-05-31;2013-05-29;
297;751;Road-150 Red, 48;;Red;100;75;2171.2942;3578.27;48;14.13;4;R ;H ;U ;2;Road Bikes;25;Road-150;1;Bikes;2011-05-31;2012-05-29;
298;790;Road-250 Red, 48;;Red;100;75;1518.7864;2443.35;48;15.13;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;2013-05-29;
299;789;Road-250 Red, 44;;Red;100;75;1518.7864;2443.35;44;14.77;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;2013-05-29;
300;796;Road-250 Black, 58;;Black;100;75;1554.9479;2443.35;58;15.68;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
301;795;Road-250 Black, 52;;Black;100;75;1554.9479;2443.35;52;15.42;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
302;794;Road-250 Black, 48;;Black;100;75;1554.9479;2443.35;48;15.13;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
303;793;Road-250 Black, 44;;Black;100;75;1554.9479;2443.35;44;14.77;4;R ;H ;U ;2;Road Bikes;26;Road-250;1;Bikes;2012-05-30;;
