DimDateID,Date,Day,MONTH,QUARTER,YEAR,LoadTimeStamp
20121214,2012-12-14,14,12,4,2012,0000000000001A5F
20121215,2012-12-15,15,12,4,2012,0000000000001A60
20121216,2012-12-16,16,12,4,2012,0000000000001A61
20121217,2012-12-17,17,12,4,2012,0000000000001A62
20121218,2012-12-18,18,12,4,2012,0000000000001A63
20121219,2012-12-19,19,12,4,2012,0000000000001A64
20121220,2012-12-20,20,12,4,2012,0000000000001A65
20121221,2012-12-21,21,12,4,2012,0000000000001A66
20121222,2012-12-22,22,12,4,2012,0000000000001A67
20121223,2012-12-23,23,12,4,2012,0000000000001A68
20121224,2012-12-24,24,12,4,2012,0000000000001A69
20121225,2012-12-25,25,12,4,2012,0000000000001A6A
20121226,2012-12-26,26,12,4,2012,0000000000001A6B
20121227,2012-12-27,27,12,4,2012,0000000000001A6C
20121228,2012-12-28,28,12,4,2012,0000000000001A6D
20121229,2012-12-29,29,12,4,2012,0000000000001A6E
20121230,2012-12-30,30,12,4,2012,0000000000001A6F
20121231,2012-12-31,31,12,4,2012,0000000000001A70
20130101,2013-01-01,1,1,1,2013,0000000000001A71
20130102,2013-01-02,2,1,1,2013,0000000000001A72
20130103,2013-01-03,3,1,1,2013,0000000000001A73
20130104,2013-01-04,4,1,1,2013,0000000000001A74
20130105,2013-01-05,5,1,1,2013,0000000000001A75
20130106,2013-01-06,6,1,1,2013,0000000000001A76
20130107,2013-01-07,7,1,1,2013,0000000000001A77
20130108,2013-01-08,8,1,1,2013,0000000000001A78
20130109,2013-01-09,9,1,1,2013,0000000000001A79
20130110,2013-01-10,10,1,1,2013,0000000000001A7A
20130111,2013-01-11,11,1,1,2013,0000000000001A7B
20130112,2013-01-12,12,1,1,2013,0000000000001A7C
20130113,2013-01-13,13,1,1,2013,0000000000001A7D
20130114,2013-01-14,14,1,1,2013,0000000000001A7E
20130115,2013-01-15,15,1,1,2013,0000000000001A7F
20130116,2013-01-16,16,1,1,2013,0000000000001A80
20130117,2013-01-17,17,1,1,2013,0000000000001A81
20130118,2013-01-18,18,1,1,2013,0000000000001A82
20130119,2013-01-19,19,1,1,2013,0000000000001A83
20130120,2013-01-20,20,1,1,2013,0000000000001A84
20130121,2013-01-21,21,1,1,2013,0000000000001A85
20130122,2013-01-22,22,1,1,2013,0000000000001A86
20130123,2013-01-23,23,1,1,2013,0000000000001A87
20130124,2013-01-24,24,1,1,2013,0000000000001A88
20130125,2013-01-25,25,1,1,2013,0000000000001A89
20130126,2013-01-26,26,1,1,2013,0000000000001A8A
20130127,2013-01-27,27,1,1,2013,0000000000001A8B
20130128,2013-01-28,28,1,1,2013,0000000000001A8C
20130129,2013-01-29,29,1,1,2013,0000000000001A8D
20130130,2013-01-30,30,1,1,2013,0000000000001A8E
20130131,2013-01-31,31,1,1,2013,0000000000001A8F
20130201,2013-02-01,1,2,1,2013,0000000000001A90
20130202,2013-02-02,2,2,1,2013,0000000000001A91
20130203,2013-02-03,3,2,1,2013,0000000000001A92
20130204,2013-02-04,4,2,1,2013,0000000000001A93
20130205,2013-02-05,5,2,1,2013,0000000000001A94
20130206,2013-02-06,6,2,1,2013,0000000000001A95
20130207,2013-02-07,7,2,1,2013,0000000000001A96
20130208,2013-02-08,8,2,1,2013,0000000000001A97
20130209,2013-02-09,9,2,1,2013,0000000000001A98
20130210,2013-02-10,10,2,1,2013,0000000000001A99
20130211,2013-02-11,11,2,1,2013,0000000000001A9A
20130212,2013-02-12,12,2,1,2013,0000000000001A9B
20130213,2013-02-13,13,2,1,2013,0000000000001A9C
20130214,2013-02-14,14,2,1,2013,0000000000001A9D
20130215,2013-02-15,15,2,1,2013,0000000000001A9E
20130216,2013-02-16,16,2,1,2013,0000000000001A9F
20130217,2013-02-17,17,2,1,2013,0000000000001AA0
20130218,2013-02-18,18,2,1,2013,0000000000001AA1
20130219,2013-02-19,19,2,1,2013,0000000000001AA2
20130220,2013-02-20,20,2,1,2013,0000000000001AA3
20130221,2013-02-21,21,2,1,2013,0000000000001AA4
20130222,2013-02-22,22,2,1,2013,0000000000001AA5
20130223,2013-02-23,23,2,1,2013,0000000000001AA6
20130224,2013-02-24,24,2,1,2013,0000000000001AA7
20130225,2013-02-25,25,2,1,2013,0000000000001AA8
20130226,2013-02-26,26,2,1,2013,0000000000001AA9
20130227,2013-02-27,27,2,1,2013,0000000000001AAA
20130228,2013-02-28,28,2,1,2013,0000000000001AAB
20130301,2013-03-01,1,3,1,2013,0000000000001AAC
20130302,2013-03-02,2,3,1,2013,0000000000001AAD
20130303,2013-03-03,3,3,1,2013,0000000000001AAE
20130304,2013-03-04,4,3,1,2013,0000000000001AAF
20130305,2013-03-05,5,3,1,2013,0000000000001AB0
20130306,2013-03-06,6,3,1,2013,0000000000001AB1
20130307,2013-03-07,7,3,1,2013,0000000000001AB2
20130308,2013-03-08,8,3,1,2013,0000000000001AB3
20130309,2013-03-09,9,3,1,2013,0000000000001AB4
20130310,2013-03-10,10,3,1,2013,0000000000001AB5
20130311,2013-03-11,11,3,1,2013,0000000000001AB6
20130312,2013-03-12,12,3,1,2013,0000000000001AB7
20130313,2013-03-13,13,3,1,2013,0000000000001AB8
20130314,2013-03-14,14,3,1,2013,0000000000001AB9
20130315,2013-03-15,15,3,1,2013,0000000000001ABA
20130316,2013-03-16,16,3,1,2013,0000000000001ABB
20130317,2013-03-17,17,3,1,2013,0000000000001ABC
20130318,2013-03-18,18,3,1,2013,0000000000001ABD
20130319,2013-03-19,19,3,1,2013,0000000000001ABE
20130320,2013-03-20,20,3,1,2013,0000000000001ABF
20130321,2013-03-21,21,3,1,2013,0000000000001AC0
20130322,2013-03-22,22,3,1,2013,0000000000001AC1
20130323,2013-03-23,23,3,1,2013,0000000000001AC2
20130324,2013-03-24,24,3,1,2013,0000000000001AC3
20130325,2013-03-25,25,3,1,2013,0000000000001AC4
20130326,2013-03-26,26,3,1,2013,0000000000001AC5
20130327,2013-03-27,27,3,1,2013,0000000000001AC6
20130328,2013-03-28,28,3,1,2013,0000000000001AC7
20130329,2013-03-29,29,3,1,2013,0000000000001AC8
20130330,2013-03-30,30,3,1,2013,0000000000001AC9
20130331,2013-03-31,31,3,1,2013,0000000000001ACA
20130401,2013-04-01,1,4,2,2013,0000000000001ACB
20130402,2013-04-02,2,4,2,2013,0000000000001ACC
20130403,2013-04-03,3,4,2,2013,0000000000001ACD
20130404,2013-04-04,4,4,2,2013,0000000000001ACE
20130405,2013-04-05,5,4,2,2013,0000000000001ACF
20130406,2013-04-06,6,4,2,2013,0000000000001AD0
20130407,2013-04-07,7,4,2,2013,0000000000001AD1
20130408,2013-04-08,8,4,2,2013,0000000000001AD2
20130409,2013-04-09,9,4,2,2013,0000000000001AD3
20130410,2013-04-10,10,4,2,2013,0000000000001AD4
20130411,2013-04-11,11,4,2,2013,0000000000001AD5
20130412,2013-04-12,12,4,2,2013,0000000000001AD6
20130413,2013-04-13,13,4,2,2013,0000000000001AD7
20130414,2013-04-14,14,4,2,2013,0000000000001AD8
20130415,2013-04-15,15,4,2,2013,0000000000001AD9
20130416,2013-04-16,16,4,2,2013,0000000000001ADA
20130417,2013-04-17,17,4,2,2013,0000000000001ADB
20130418,2013-04-18,18,4,2,2013,0000000000001ADC
20130419,2013-04-19,19,4,2,2013,0000000000001ADD
20130420,2013-04-20,20,4,2,2013,0000000000001ADE
20130421,2013-04-21,21,4,2,2013,0000000000001ADF
20130422,2013-04-22,22,4,2,2013,0000000000001AE0
20130423,2013-04-23,23,4,2,2013,0000000000001AE1
20130424,2013-04-24,24,4,2,2013,0000000000001AE2
20130425,2013-04-25,25,4,2,2013,0000000000001AE3
20130426,2013-04-26,26,4,2,2013,0000000000001AE4
20130427,2013-04-27,27,4,2,2013,0000000000001AE5
20130428,2013-04-28,28,4,2,2013,0000000000001AE6
20130429,2013-04-29,29,4,2,2013,0000000000001AE7
20130430,2013-04-30,30,4,2,2013,0000000000001AE8
20130501,2013-05-01,1,5,2,2013,0000000000001AE9
20130502,2013-05-02,2,5,2,2013,0000000000001AEA
20130503,2013-05-03,3,5,2,2013,0000000000001AEB
20130504,2013-05-04,4,5,2,2013,0000000000001AEC
20130505,2013-05-05,5,5,2,2013,0000000000001AED
20130506,2013-05-06,6,5,2,2013,0000000000001AEE
20130507,2013-05-07,7,5,2,2013,0000000000001AEF
20130508,2013-05-08,8,5,2,2013,0000000000001AF0
20130509,2013-05-09,9,5,2,2013,0000000000001AF1
20130510,2013-05-10,10,5,2,2013,0000000000001AF2
20130511,2013-05-11,11,5,2,2013,0000000000001AF3
20130512,2013-05-12,12,5,2,2013,0000000000001AF4
20130513,2013-05-13,13,5,2,2013,0000000000001AF5
20130514,2013-05-14,14,5,2,2013,0000000000001AF6
20130515,2013-05-15,15,5,2,2013,0000000000001AF7
20130516,2013-05-16,16,5,2,2013,0000000000001AF8
20130517,2013-05-17,17,5,2,2013,0000000000001AF9
20130518,2013-05-18,18,5,2,2013,0000000000001AFA
20130519,2013-05-19,19,5,2,2013,0000000000001AFB
20130520,2013-05-20,20,5,2,2013,0000000000001AFC
20130521,2013-05-21,21,5,2,2013,0000000000001AFD
20130522,2013-05-22,22,5,2,2013,0000000000001AFE
20130523,2013-05-23,23,5,2,2013,0000000000001AFF
20130524,2013-05-24,24,5,2,2013,0000000000001B01
20130525,2013-05-25,25,5,2,2013,0000000000001B02
20130526,2013-05-26,26,5,2,2013,0000000000001B03
20130527,2013-05-27,27,5,2,2013,0000000000001B04
20130528,2013-05-28,28,5,2,2013,0000000000001B05
20130529,2013-05-29,29,5,2,2013,0000000000001B06
20130530,2013-05-30,30,5,2,2013,0000000000001B07
20130531,2013-05-31,31,5,2,2013,0000000000001B08
20130601,2013-06-01,1,6,2,2013,0000000000001B09
20130602,2013-06-02,2,6,2,2013,0000000000001B0A
20130603,2013-06-03,3,6,2,2013,0000000000001B0B
20130604,2013-06-04,4,6,2,2013,0000000000001B0C
20130605,2013-06-05,5,6,2,2013,0000000000001B0D
20130606,2013-06-06,6,6,2,2013,0000000000001B0E
20130607,2013-06-07,7,6,2,2013,0000000000001B0F
20130608,2013-06-08,8,6,2,2013,0000000000001B10
20130609,2013-06-09,9,6,2,2013,0000000000001B11
20130610,2013-06-10,10,6,2,2013,0000000000001B12
20130611,2013-06-11,11,6,2,2013,0000000000001B13
20130612,2013-06-12,12,6,2,2013,0000000000001B14
20130613,2013-06-13,13,6,2,2013,0000000000001B15
20130614,2013-06-14,14,6,2,2013,0000000000001B16
20130615,2013-06-15,15,6,2,2013,0000000000001B17
20130616,2013-06-16,16,6,2,2013,0000000000001B18
20130617,2013-06-17,17,6,2,2013,0000000000001B19
20130618,2013-06-18,18,6,2,2013,0000000000001B1A
20130619,2013-06-19,19,6,2,2013,0000000000001B1B
20130620,2013-06-20,20,6,2,2013,0000000000001B1C
20130621,2013-06-21,21,6,2,2013,0000000000001B1D
20130622,2013-06-22,22,6,2,2013,0000000000001B1E
20130623,2013-06-23,23,6,2,2013,0000000000001B1F
20130624,2013-06-24,24,6,2,2013,0000000000001B20
20130625,2013-06-25,25,6,2,2013,0000000000001B21
20130626,2013-06-26,26,6,2,2013,0000000000001B22
20130627,2013-06-27,27,6,2,2013,0000000000001B23
20130628,2013-06-28,28,6,2,2013,0000000000001B24
20130629,2013-06-29,29,6,2,2013,0000000000001B25
20130630,2013-06-30,30,6,2,2013,0000000000001B26
20130701,2013-07-01,1,7,3,2013,0000000000001B27
20130702,2013-07-02,2,7,3,2013,0000000000001B28
20130703,2013-07-03,3,7,3,2013,0000000000001B29
20130704,2013-07-04,4,7,3,2013,0000000000001B2A
20130705,2013-07-05,5,7,3,2013,0000000000001B2B
20130706,2013-07-06,6,7,3,2013,0000000000001B2C
20130707,2013-07-07,7,7,3,2013,0000000000001B2D
20130708,2013-07-08,8,7,3,2013,0000000000001B2E
20130709,2013-07-09,9,7,3,2013,0000000000001B2F
20130710,2013-07-10,10,7,3,2013,0000000000001B30
20130711,2013-07-11,11,7,3,2013,0000000000001B31
20130712,2013-07-12,12,7,3,2013,0000000000001B32
20130713,2013-07-13,13,7,3,2013,0000000000001B33
20130714,2013-07-14,14,7,3,2013,0000000000001B34
20130715,2013-07-15,15,7,3,2013,0000000000001B35
20130716,2013-07-16,16,7,3,2013,0000000000001B36
20130717,2013-07-17,17,7,3,2013,0000000000001B37
20130718,2013-07-18,18,7,3,2013,0000000000001B38
20130719,2013-07-19,19,7,3,2013,0000000000001B39
20130720,2013-07-20,20,7,3,2013,0000000000001B3A
20130721,2013-07-21,21,7,3,2013,0000000000001B3B
20130722,2013-07-22,22,7,3,2013,0000000000001B3C
20130723,2013-07-23,23,7,3,2013,0000000000001B3D
20130724,2013-07-24,24,7,3,2013,0000000000001B3E
20130725,2013-07-25,25,7,3,2013,0000000000001B3F
20130726,2013-07-26,26,7,3,2013,0000000000001B40
20130727,2013-07-27,27,7,3,2013,0000000000001B41
20130728,2013-07-28,28,7,3,2013,0000000000001B42
20130729,2013-07-29,29,7,3,2013,0000000000001B43
20130730,2013-07-30,30,7,3,2013,0000000000001B44
20130731,2013-07-31,31,7,3,2013,0000000000001B45
20130801,2013-08-01,1,8,3,2013,0000000000001B46
20130802,2013-08-02,2,8,3,2013,0000000000001B47
20130803,2013-08-03,3,8,3,2013,0000000000001B48
20130804,2013-08-04,4,8,3,2013,0000000000001B49
20130805,2013-08-05,5,8,3,2013,0000000000001B4A
20130806,2013-08-06,6,8,3,2013,0000000000001B4B
20130807,2013-08-07,7,8,3,2013,0000000000001B4C
20130808,2013-08-08,8,8,3,2013,0000000000001B4D
20130809,2013-08-09,9,8,3,2013,0000000000001B4E
20130810,2013-08-10,10,8,3,2013,0000000000001B4F
20130811,2013-08-11,11,8,3,2013,0000000000001B50
20130812,2013-08-12,12,8,3,2013,0000000000001B51
20130813,2013-08-13,13,8,3,2013,0000000000001B52
20130814,2013-08-14,14,8,3,2013,0000000000001B53
20130815,2013-08-15,15,8,3,2013,0000000000001B54
20130816,2013-08-16,16,8,3,2013,0000000000001B55
20130817,2013-08-17,17,8,3,2013,0000000000001B56
20130818,2013-08-18,18,8,3,2013,0000000000001B57
20130819,2013-08-19,19,8,3,2013,0000000000001B58
20130820,2013-08-20,20,8,3,2013,0000000000001B59
20130821,2013-08-21,21,8,3,2013,0000000000001B5A
20130822,2013-08-22,22,8,3,2013,0000000000001B5B
20130823,2013-08-23,23,8,3,2013,0000000000001B5C
20130824,2013-08-24,24,8,3,2013,0000000000001B5D
20130825,2013-08-25,25,8,3,2013,0000000000001B5E
20130826,2013-08-26,26,8,3,2013,0000000000001B5F
20130827,2013-08-27,27,8,3,2013,0000000000001B60
20130828,2013-08-28,28,8,3,2013,0000000000001B61
20130829,2013-08-29,29,8,3,2013,0000000000001B62
20130830,2013-08-30,30,8,3,2013,0000000000001B63
20130831,2013-08-31,31,8,3,2013,0000000000001B64
20130901,2013-09-01,1,9,3,2013,0000000000001B65
20130902,2013-09-02,2,9,3,2013,0000000000001B66
20130903,2013-09-03,3,9,3,2013,0000000000001B67
20130904,2013-09-04,4,9,3,2013,0000000000001B68
20130905,2013-09-05,5,9,3,2013,0000000000001B69
20130906,2013-09-06,6,9,3,2013,0000000000001B6A
20130907,2013-09-07,7,9,3,2013,0000000000001B6B
20130908,2013-09-08,8,9,3,2013,0000000000001B6C
20130909,2013-09-09,9,9,3,2013,0000000000001B6D
20130910,2013-09-10,10,9,3,2013,0000000000001B6E
20130911,2013-09-11,11,9,3,2013,0000000000001B6F
20130912,2013-09-12,12,9,3,2013,0000000000001B70
20130913,2013-09-13,13,9,3,2013,0000000000001B71
20130914,2013-09-14,14,9,3,2013,0000000000001B72
20130915,2013-09-15,15,9,3,2013,0000000000001B73
20130916,2013-09-16,16,9,3,2013,0000000000001B74
20130917,2013-09-17,17,9,3,2013,0000000000001B75
20130918,2013-09-18,18,9,3,2013,0000000000001B76
20130919,2013-09-19,19,9,3,2013,0000000000001B77
20130920,2013-09-20,20,9,3,2013,0000000000001B78
20130921,2013-09-21,21,9,3,2013,0000000000001B79
20130922,2013-09-22,22,9,3,2013,0000000000001B7A
20130923,2013-09-23,23,9,3,2013,0000000000001B7B
20130924,2013-09-24,24,9,3,2013,0000000000001B7C
20130925,2013-09-25,25,9,3,2013,0000000000001B7D
20130926,2013-09-26,26,9,3,2013,0000000000001B7E
20130927,2013-09-27,27,9,3,2013,0000000000001B7F
20130928,2013-09-28,28,9,3,2013,0000000000001B80
20130929,2013-09-29,29,9,3,2013,0000000000001B81
20130930,2013-09-30,30,9,3,2013,0000000000001B82
20131001,2013-10-01,1,10,4,2013,0000000000001B83
20131002,2013-10-02,2,10,4,2013,0000000000001B84
20131003,2013-10-03,3,10,4,2013,0000000000001B85
20131004,2013-10-04,4,10,4,2013,0000000000001B86
20131005,2013-10-05,5,10,4,2013,0000000000001B87
20131006,2013-10-06,6,10,4,2013,0000000000001B88
20131007,2013-10-07,7,10,4,2013,0000000000001B89
20131008,2013-10-08,8,10,4,2013,0000000000001B8A
20131009,2013-10-09,9,10,4,2013,0000000000001B8B
20131010,2013-10-10,10,10,4,2013,0000000000001B8C
20131011,2013-10-11,11,10,4,2013,0000000000001B8D
20131012,2013-10-12,12,10,4,2013,0000000000001B8E
20131013,2013-10-13,13,10,4,2013,0000000000001B8F
20131014,2013-10-14,14,10,4,2013,0000000000001B90
20131015,2013-10-15,15,10,4,2013,0000000000001B91
20131016,2013-10-16,16,10,4,2013,0000000000001B92
20131017,2013-10-17,17,10,4,2013,0000000000001B93
20131018,2013-10-18,18,10,4,2013,0000000000001B94
20131019,2013-10-19,19,10,4,2013,0000000000001B95
20131020,2013-10-20,20,10,4,2013,0000000000001B96
20131021,2013-10-21,21,10,4,2013,0000000000001B97
20131022,2013-10-22,22,10,4,2013,0000000000001B98
20131023,2013-10-23,23,10,4,2013,0000000000001B99
20131024,2013-10-24,24,10,4,2013,0000000000001B9A
20131025,2013-10-25,25,10,4,2013,0000000000001B9B
20131026,2013-10-26,26,10,4,2013,0000000000001B9C
20131027,2013-10-27,27,10,4,2013,0000000000001B9D
20131028,2013-10-28,28,10,4,2013,0000000000001B9E
20131029,2013-10-29,29,10,4,2013,0000000000001B9F
20131030,2013-10-30,30,10,4,2013,0000000000001BA0
20131031,2013-10-31,31,10,4,2013,0000000000001BA1
20131101,2013-11-01,1,11,4,2013,0000000000001BA2
20131102,2013-11-02,2,11,4,2013,0000000000001BA3
20131103,2013-11-03,3,11,4,2013,0000000000001BA4
20131104,2013-11-04,4,11,4,2013,0000000000001BA5
20131105,2013-11-05,5,11,4,2013,0000000000001BA6
20131106,2013-11-06,6,11,4,2013,0000000000001BA7
20131107,2013-11-07,7,11,4,2013,0000000000001BA8
20131108,2013-11-08,8,11,4,2013,0000000000001BA9
20131109,2013-11-09,9,11,4,2013,0000000000001BAA
20131110,2013-11-10,10,11,4,2013,0000000000001BAB
20131111,2013-11-11,11,11,4,2013,0000000000001BAC
20131112,2013-11-12,12,11,4,2013,0000000000001BAD
20131113,2013-11-13,13,11,4,2013,0000000000001BAE
20131114,2013-11-14,14,11,4,2013,0000000000001BAF
20131115,2013-11-15,15,11,4,2013,0000000000001BB0
20131116,2013-11-16,16,11,4,2013,0000000000001BB1
20131117,2013-11-17,17,11,4,2013,0000000000001BB2
20131118,2013-11-18,18,11,4,2013,0000000000001BB3
20131119,2013-11-19,19,11,4,2013,0000000000001BB4
20131120,2013-11-20,20,11,4,2013,0000000000001BB5
20131121,2013-11-21,21,11,4,2013,0000000000001BB6
20131122,2013-11-22,22,11,4,2013,0000000000001BB7
20131123,2013-11-23,23,11,4,2013,0000000000001BB8
20131124,2013-11-24,24,11,4,2013,0000000000001BB9
20131125,2013-11-25,25,11,4,2013,0000000000001BBA
20131126,2013-11-26,26,11,4,2013,0000000000001BBB
20131127,2013-11-27,27,11,4,2013,0000000000001BBC
20131128,2013-11-28,28,11,4,2013,0000000000001BBD
20131129,2013-11-29,29,11,4,2013,0000000000001BBE
20131130,2013-11-30,30,11,4,2013,0000000000001BBF
20131201,2013-12-01,1,12,4,2013,0000000000001BC0
20131202,2013-12-02,2,12,4,2013,0000000000001BC1
20131203,2013-12-03,3,12,4,2013,0000000000001BC2
20131204,2013-12-04,4,12,4,2013,0000000000001BC3
20131205,2013-12-05,5,12,4,2013,0000000000001BC4
20131206,2013-12-06,6,12,4,2013,0000000000001BC5
20131207,2013-12-07,7,12,4,2013,0000000000001BC6
20131208,2013-12-08,8,12,4,2013,0000000000001BC7
20131209,2013-12-09,9,12,4,2013,0000000000001BC8
20131210,2013-12-10,10,12,4,2013,0000000000001BC9
20131211,2013-12-11,11,12,4,2013,0000000000001BCA
20131212,2013-12-12,12,12,4,2013,0000000000001BCB
20131213,2013-12-13,13,12,4,2013,0000000000001BCC
20131214,2013-12-14,14,12,4,2013,0000000000001BCD
20131215,2013-12-15,15,12,4,2013,0000000000001BCE
20131216,2013-12-16,16,12,4,2013,0000000000001BCF
20131217,2013-12-17,17,12,4,2013,0000000000001BD0
20131218,2013-12-18,18,12,4,2013,0000000000001BD1
20131219,2013-12-19,19,12,4,2013,0000000000001BD2
20131220,2013-12-20,20,12,4,2013,0000000000001BD3
20131221,2013-12-21,21,12,4,2013,0000000000001BD4
20131222,2013-12-22,22,12,4,2013,0000000000001BD5
20131223,2013-12-23,23,12,4,2013,0000000000001BD6
20131224,2013-12-24,24,12,4,2013,0000000000001BD7
20131225,2013-12-25,25,12,4,2013,0000000000001BD8
20131226,2013-12-26,26,12,4,2013,0000000000001BD9
20131227,2013-12-27,27,12,4,2013,0000000000001BDA
20131228,2013-12-28,28,12,4,2013,0000000000001BDB
20131229,2013-12-29,29,12,4,2013,0000000000001BDC
20131230,2013-12-30,30,12,4,2013,0000000000001BDD
20131231,2013-12-31,31,12,4,2013,0000000000001BDE
20140101,2014-01-01,1,1,1,2014,0000000000001BDF
20140102,2014-01-02,2,1,1,2014,0000000000001BE0
20140103,2014-01-03,3,1,1,2014,0000000000001BE1
20140104,2014-01-04,4,1,1,2014,0000000000001BE2
20140105,2014-01-05,5,1,1,2014,0000000000001BE3
20140106,2014-01-06,6,1,1,2014,0000000000001BE4
20140107,2014-01-07,7,1,1,2014,0000000000001BE5
20140108,2014-01-08,8,1,1,2014,0000000000001BE6
20140109,2014-01-09,9,1,1,2014,0000000000001BE7
20140110,2014-01-10,10,1,1,2014,0000000000001BE8
20140111,2014-01-11,11,1,1,2014,0000000000001BE9
20140112,2014-01-12,12,1,1,2014,0000000000001BEA
20140113,2014-01-13,13,1,1,2014,0000000000001BEB
20140114,2014-01-14,14,1,1,2014,0000000000001BEC
20140115,2014-01-15,15,1,1,2014,0000000000001BED
20140116,2014-01-16,16,1,1,2014,0000000000001BEE
20140117,2014-01-17,17,1,1,2014,0000000000001BEF
20140118,2014-01-18,18,1,1,2014,0000000000001BF0
20140119,2014-01-19,19,1,1,2014,0000000000001BF1
20140120,2014-01-20,20,1,1,2014,0000000000001BF2
20140121,2014-01-21,21,1,1,2014,0000000000001BF3
20140122,2014-01-22,22,1,1,2014,0000000000001BF4
20140123,2014-01-23,23,1,1,2014,0000000000001BF5
20140124,2014-01-24,24,1,1,2014,0000000000001BF6
20140125,2014-01-25,25,1,1,2014,0000000000001BF7
20140126,2014-01-26,26,1,1,2014,0000000000001BF8
20140127,2014-01-27,27,1,1,2014,0000000000001BF9
20140128,2014-01-28,28,1,1,2014,0000000000001BFA
20140129,2014-01-29,29,1,1,2014,0000000000001BFB
20140130,2014-01-30,30,1,1,2014,0000000000001BFC
20140131,2014-01-31,31,1,1,2014,0000000000001BFD
20140201,2014-02-01,1,2,1,2014,0000000000001BFE
20140202,2014-02-02,2,2,1,2014,0000000000001BFF
20140203,2014-02-03,3,2,1,2014,0000000000001C01
20140204,2014-02-04,4,2,1,2014,0000000000001C02
20140205,2014-02-05,5,2,1,2014,0000000000001C03
20140206,2014-02-06,6,2,1,2014,0000000000001C04
20140207,2014-02-07,7,2,1,2014,0000000000001C05
20140208,2014-02-08,8,2,1,2014,0000000000001C06
20140209,2014-02-09,9,2,1,2014,0000000000001C07
20140210,2014-02-10,10,2,1,2014,0000000000001C08
20140211,2014-02-11,11,2,1,2014,0000000000001C09
20140212,2014-02-12,12,2,1,2014,0000000000001C0A
20140213,2014-02-13,13,2,1,2014,0000000000001C0B
20140214,2014-02-14,14,2,1,2014,0000000000001C0C
20140215,2014-02-15,15,2,1,2014,0000000000001C0D
20140216,2014-02-16,16,2,1,2014,0000000000001C0E
20140217,2014-02-17,17,2,1,2014,0000000000001C0F
20140218,2014-02-18,18,2,1,2014,0000000000001C10
20140219,2014-02-19,19,2,1,2014,0000000000001C11
20140220,2014-02-20,20,2,1,2014,0000000000001C12
20140221,2014-02-21,21,2,1,2014,0000000000001C13
20140222,2014-02-22,22,2,1,2014,0000000000001C14
20140223,2014-02-23,23,2,1,2014,0000000000001C15
20140224,2014-02-24,24,2,1,2014,0000000000001C16
20140225,2014-02-25,25,2,1,2014,0000000000001C17
20140226,2014-02-26,26,2,1,2014,0000000000001C18
20140227,2014-02-27,27,2,1,2014,0000000000001C19
20140228,2014-02-28,28,2,1,2014,0000000000001C1A
20140301,2014-03-01,1,3,1,2014,0000000000001C1B
20140302,2014-03-02,2,3,1,2014,0000000000001C1C
20140303,2014-03-03,3,3,1,2014,0000000000001C1D
20140304,2014-03-04,4,3,1,2014,0000000000001C1E
20140305,2014-03-05,5,3,1,2014,0000000000001C1F
20140306,2014-03-06,6,3,1,2014,0000000000001C20
20140307,2014-03-07,7,3,1,2014,0000000000001C21
20140308,2014-03-08,8,3,1,2014,0000000000001C22
20140309,2014-03-09,9,3,1,2014,0000000000001C23
20140310,2014-03-10,10,3,1,2014,0000000000001C24
20140311,2014-03-11,11,3,1,2014,0000000000001C25
20140312,2014-03-12,12,3,1,2014,0000000000001C26
20140313,2014-03-13,13,3,1,2014,0000000000001C27
20140314,2014-03-14,14,3,1,2014,0000000000001C28
20140315,2014-03-15,15,3,1,2014,0000000000001C29
20140316,2014-03-16,16,3,1,2014,0000000000001C2A
20140317,2014-03-17,17,3,1,2014,0000000000001C2B
20140318,2014-03-18,18,3,1,2014,0000000000001C2C
20140319,2014-03-19,19,3,1,2014,0000000000001C2D
20140320,2014-03-20,20,3,1,2014,0000000000001C2E
20140321,2014-03-21,21,3,1,2014,0000000000001C2F
20140322,2014-03-22,22,3,1,2014,0000000000001C30
20140323,2014-03-23,23,3,1,2014,0000000000001C31
20140324,2014-03-24,24,3,1,2014,0000000000001C32
20140325,2014-03-25,25,3,1,2014,0000000000001C33
20140326,2014-03-26,26,3,1,2014,0000000000001C34
20140327,2014-03-27,27,3,1,2014,0000000000001C35
20140328,2014-03-28,28,3,1,2014,0000000000001C36
20140329,2014-03-29,29,3,1,2014,0000000000001C37
20140330,2014-03-30,30,3,1,2014,0000000000001C38
20140331,2014-03-31,31,3,1,2014,0000000000001C39
20140401,2014-04-01,1,4,2,2014,0000000000001C3A
20140402,2014-04-02,2,4,2,2014,0000000000001C3B
20140403,2014-04-03,3,4,2,2014,0000000000001C3C
20140404,2014-04-04,4,4,2,2014,0000000000001C3D
20140405,2014-04-05,5,4,2,2014,0000000000001C3E
20140406,2014-04-06,6,4,2,2014,0000000000001C3F
20140407,2014-04-07,7,4,2,2014,0000000000001C40
20140408,2014-04-08,8,4,2,2014,0000000000001C41
20140409,2014-04-09,9,4,2,2014,0000000000001C42
20140410,2014-04-10,10,4,2,2014,0000000000001C43
20140411,2014-04-11,11,4,2,2014,0000000000001C44
20140412,2014-04-12,12,4,2,2014,0000000000001C45
20140413,2014-04-13,13,4,2,2014,0000000000001C46
20140414,2014-04-14,14,4,2,2014,0000000000001C47
